"","t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
"3",4,5,4.6077257323736,0.0877701850236862,4.43728830001713,4.46431334829019,4.54822579479082,4.60716844806732,4.66661816440505,4.75303906523809,4.78133015101856
"4",5,6,4.5381571027398,0.0688548629189969,4.40419624682863,4.42549795891957,4.4915273423184,4.53780887566877,4.58440725343811,4.65200408078226,4.6740968986574
"5",6,7,4.41633465204693,0.0543860482503865,4.31037572369734,4.32725994138159,4.37953114735946,4.41611140389402,4.45289478873204,4.50617088216333,4.52356227883101
"6",7,8,3.53173573815071,0.0388760630244247,3.45594617978127,3.46803451399323,3.50543706020261,3.53159309465226,3.55787891699256,3.59592353198425,3.6083359265323
"7",8,9,2.87653675002751,0.0284931339230239,2.8209590320692,2.82983071759627,2.85726748785433,2.8764426723187,2.89570345577325,2.92356368986301,2.93264910319377
"8",9,10,2.72381671343003,0.0233565356270384,2.67822873551385,2.68551283006041,2.70802679181008,2.72374995350737,2.73953385837181,2.76234832078474,2.76978408213583
"9",10,11,2.30405528563153,0.018578070630652,2.26778502570318,2.27358247825832,2.29149749905349,2.30400535289182,2.31655863925768,2.33469841797694,2.34060930897406
"10",11,12,1.92103336421161,0.0148631776169312,1.89201114414546,1.89665116471827,1.91098751881346,1.92099503184506,1.93103742251516,1.94554631877925,1.950273423795
"11",12,13,1.62514075260168,0.0122656498903447,1.60118832232056,1.60501832062068,1.61685096361503,1.62510989462643,1.63339690251684,1.6453684438492,1.64926854608847
"12",13,14,1.22340722381283,0.00979572495626197,1.20428235195697,1.20733940379546,1.21678593438925,1.2233810793803,1.23000001252371,1.23956422479139,1.24268067220513
"13",14,15,0.878811088156732,0.00784027983907767,0.863510779250539,0.865954863445049,0.873510267896405,0.878787772680158,0.884086491630691,0.891746844018169,0.894243896862762
"14",15,16,0.645373316824952,0.00656292994313,0.632573539483681,0.634616333171502,0.640934645376105,0.645351070380219,0.649787736879516,0.656206185075517,0.658299518714199
"15",16,17,0.465168620526974,0.00564224285603835,0.454174990424741,0.455927027090568,0.461350653264169,0.4651458082782,0.468961719624311,0.474488028585939,0.476291890519112
"16",17,18,0.333206808922784,0.0049961040917336,0.323485769580886,0.325031757190817,0.329823515386123,0.333181838721244,0.336562881909162,0.341467036281704,0.343069751460239
"17",18,19,0.262058013115932,0.00477734219179494,0.252777354382478,0.254249807836111,0.258820116456879,0.262028983222111,0.265264263747717,0.269965242057308,0.271503645652007
"18",19,20,0.206052994258663,0.00469394582100216,0.196954723075417,0.198393407609007,0.202867847684709,0.206017352214639,0.209199286948584,0.213834159345513,0.21535381491379
"19",20,21,0.169720969206787,0.00482559259440951,0.160393597566395,0.161862340003771,0.166441708279489,0.169675236833783,0.17295037698393,0.17773559616313,0.179308231500029
"20",21,22,0.154675002729075,0.00531469599038141,0.144432418512881,0.146038149556872,0.151057888548759,0.154614135284593,0.158225765505017,0.16351948131646,0.165263486454947
"21",22,23,0.131958623874157,0.00574820794032048,0.120931349088234,0.122648142174752,0.128037367462796,0.131875167975789,0.135788906821378,0.141553783699266,0.143460160273565
"22",23,24,0.110535052832187,0.00622794467985098,0.0986641879863809,0.100494334241663,0.106273054439015,0.110418106552443,0.11466957447142,0.120974691918384,0.123070487053467
"23",24,25,0.124838344099402,0.00791130860511104,0.109812649545735,0.112116599652895,0.119415083924213,0.124671264326482,0.130079483362049,0.138130024049392,0.140813490968066
"24",25,26,0.11591119709474,0.0091923558658472,0.0985946025671098,0.101216762548704,0.109585757270032,0.115668287455801,0.121971873905595,0.13143424456988,0.134608117088297
"25",26,27,0.122819921514293,0.0114530167359776,0.101400441472799,0.104607801351044,0.114913294150323,0.122464105770544,0.130338744282682,0.142245814859157,0.146261250124449
"26",27,28,0.168126988132536,0.016253449422107,0.137784124129851,0.142315071050669,0.156897577262801,0.167603519106782,0.178785877417653,0.195724590131607,0.20144433080793
"27",28,29,0.173043879866597,0.0199813861245194,0.13610998872999,0.141540405604718,0.159180594704919,0.172275406588771,0.186069696085999,0.207168864552955,0.214344201536562
"28",29,30,0.183240726407185,0.0247081745082777,0.138041992361056,0.144579644631174,0.166026046321063,0.182131381057302,0.199246600676685,0.225686238339702,0.2347423196398
"29",30,31,0.222473252808956,0.0324510591294874,0.163464978173738,0.171919206623543,0.199811605400342,0.220897433179086,0.243417924374586,0.278403149605596,0.290434352306262
"30",31,32,0.218991380996213,0.038121506278322,0.150743590238859,0.160279718538234,0.192218021433999,0.216783363130475,0.243359456780502,0.285235966632831,0.299782292321804
"31",32,33,0.191961491968248,0.0418894317838644,0.11882718906154,0.128632707890748,0.162298459628692,0.188923232481033,0.218316207922343,0.265656595058049,0.282351386032213
"32",33,34,0.174792605954303,0.046715288944456,0.09556074419908,0.105673835438694,0.141439402970876,0.170648954950111,0.203636470395916,0.258050932149323,0.277550630995064
"33",34,35,0.257490329910469,0.0664837173035133,0.144115383003743,0.158722712572188,0.210091575768353,0.251791481116303,0.298686572735099,0.3757038985524,0.403223352808891
"34",35,36,0.214041512474036,0.0713471708246786,0.0978734091286462,0.111663733793898,0.162615546117824,0.206168380340691,0.256907960484029,0.34329047300817,0.374886318011622
"35",36,37,0.227439376461167,0.0859640040656923,0.0914424253675752,0.106744307491802,0.165142330959075,0.216705442493983,0.278076050285819,0.384775297570415,0.424319804084637
"36",37,38,0.443261488362585,0.140171590226199,0.212561113072478,0.240487340426353,0.342458806837995,0.428576883067126,0.528094911961959,0.696151760632341,0.757303540625828
"37",38,39,0.479401708799965,0.169494099602437,0.206971630930192,0.238551655766122,0.356921154908865,0.459581410993508,0.580341542953493,0.787903528047796,0.864281901733409
"38",39,40,0.457648029237205,0.186834025570245,0.167948760949802,0.199306841341534,0.321818809850024,0.432489682245228,0.566164144440192,0.801878284547916,0.889998196764546
"39",40,41,0.465354749450376,0.208112970684685,0.151099420461931,0.183363691724822,0.313518837722983,0.434725926571812,0.583967225123695,0.851926710646036,0.953194386403259
