id,age,location_x,location_y,kw_or_chr
1.0.0.0,3,1.4920833498200785,42.64125003128825,X
1.0.0.1,4,1.4920833498200785,42.64125003128825,X
1.0.0.2,5,1.4920833498200785,42.64125003128825,X
1.0.0.3,39,1.4920833498200785,42.64125003128825,W
1.0.0.4,34,1.4920833498200785,42.64125003128825,W
1.0.1.0,44,1.4920833498200785,42.64125003128825,W
1.1.0.0,73,1.4920833498200785,42.64125003128825,C
1.1.1.0,36,1.4920833498200785,42.64125003128825,W
1.1.1.1,34,1.4920833498200785,42.64125003128825,W
1.2.0.0,79,1.4920833498200785,42.64125003128825,C
1.2.0.1,83,1.4920833498200785,42.64125003128825,C
1.2.1.0,49,1.4920833498200785,42.64125003128825,W
1.2.1.1,52,1.4920833498200785,42.64125003128825,W
1.3.0.0,3,1.4920833498200785,42.64125003128825,X
1.3.0.1,4,1.4920833498200785,42.64125003128825,X
1.3.0.2,40,1.4920833498200785,42.64125003128825,W
1.4.0.0,56,1.4920833498200785,42.64125003128825,W
1.4.0.1,53,1.4920833498200785,42.64125003128825,W
1.5.0.0,0,1.4920833498200785,42.64125003128825,X
1.5.0.1,20,1.4920833498200785,42.64125003128825,X
1.5.0.2,19,1.4920833498200785,42.64125003128825,X
1.7.0.0,56,1.4920833498200785,42.64125003128825,W
1.7.0.1,57,1.4920833498200785,42.64125003128825,W
2.0.0.0,83,1.4754166832194249,42.632916697988456,C
2.0.0.1,82,1.4754166832194249,42.632916697988456,C
2.1.0.0,31,1.4754166832194249,42.632916697988456,W
2.1.1.0,11,1.4754166832194249,42.632916697988456,X
2.1.1.1,37,1.4754166832194249,42.632916697988456,W
2.1.1.2,42,1.4754166832194249,42.632916697988456,W
2.2.0.0,30,1.4754166832194249,42.632916697988456,W
2.2.0.1,34,1.4754166832194249,42.632916697988456,W
2.2.1.0,19,1.4754166832194249,42.632916697988456,X
2.3.0.0,24,1.4754166832194249,42.632916697988456,X
2.3.1.0,73,1.4754166832194249,42.632916697988456,C
2.3.1.1,74,1.4754166832194249,42.632916697988456,C
2.3.2.0,13,1.4754166832194249,42.632916697988456,X
2.3.2.1,15,1.4754166832194249,42.632916697988456,X
2.3.2.2,42,1.4754166832194249,42.632916697988456,W
2.3.2.3,43,1.4754166832194249,42.632916697988456,W
2.3.3.0,81,1.4754166832194249,42.632916697988456,C
2.3.4.0,44,1.4754166832194249,42.632916697988456,W
2.4.0.0,7,1.4754166832194249,42.632916697988456,X
2.4.0.1,46,1.4754166832194249,42.632916697988456,W
2.4.0.2,41,1.4754166832194249,42.632916697988456,W
2.4.1.0,68,1.4754166832194249,42.632916697988456,C
2.4.1.1,70,1.4754166832194249,42.632916697988456,C
2.4.2.0,68,1.4754166832194249,42.632916697988456,C
2.5.0.0,73,1.4754166832194249,42.632916697988456,C
2.5.0.1,70,1.4754166832194249,42.632916697988456,C
2.5.1.0,67,1.4754166832194249,42.632916697988456,C
2.5.1.1,69,1.4754166832194249,42.632916697988456,C
2.5.2.0,84,1.4754166832194249,42.632916697988456,C
2.6.0.0,69,1.4754166832194249,42.632916697988456,C
2.6.1.0,0,1.4754166832194249,42.632916697988456,X
2.6.1.1,42,1.4754166832194249,42.632916697988456,W
2.6.1.2,42,1.4754166832194249,42.632916697988456,W
2.6.2.0,29,1.4754166832194249,42.632916697988456,W
2.6.2.1,28,1.4754166832194249,42.632916697988456,W
2.7.0.0,13,1.4754166832194249,42.632916697988456,X
2.7.0.1,49,1.4754166832194249,42.632916697988456,W
2.8.0.0,1,1.4754166832194249,42.632916697988456,X
2.8.0.1,2,1.4754166832194249,42.632916697988456,X
2.8.0.2,36,1.4754166832194249,42.632916697988456,W
2.8.0.3,33,1.4754166832194249,42.632916697988456,W
2.8.1.0,68,1.4754166832194249,42.632916697988456,C
3.0.0.0,36,1.4837500165197517,42.632916697988456,W
3.0.0.1,65,1.4837500165197517,42.632916697988456,C
3.0.0.2,65,1.4837500165197517,42.632916697988456,C
3.0.1.0,56,1.4837500165197517,42.632916697988456,W
3.0.1.1,60,1.4837500165197517,42.632916697988456,W
3.0.2.0,7,1.4837500165197517,42.632916697988456,X
3.0.2.1,33,1.4837500165197517,42.632916697988456,W
3.0.2.2,29,1.4837500165197517,42.632916697988456,W
3.1.0.0,5,1.4837500165197517,42.632916697988456,X
3.1.0.1,29,1.4837500165197517,42.632916697988456,W
3.1.0.2,31,1.4837500165197517,42.632916697988456,W
3.1.1.0,26,1.4837500165197517,42.632916697988456,W
3.1.2.0,69,1.4837500165197517,42.632916697988456,C
3.1.3.0,68,1.4837500165197517,42.632916697988456,C
3.1.3.1,65,1.4837500165197517,42.632916697988456,C
3.1.4.0,10,1.4837500165197517,42.632916697988456,X
3.1.4.1,42,1.4837500165197517,42.632916697988456,W
3.2.0.0,54,1.4837500165197517,42.632916697988456,W
3.2.0.1,51,1.4837500165197517,42.632916697988456,W
3.2.1.0,76,1.4837500165197517,42.632916697988456,C
3.3.0.0,80,1.4837500165197517,42.632916697988456,C
3.3.1.0,66,1.4837500165197517,42.632916697988456,C
3.3.1.1,64,1.4837500165197517,42.632916697988456,X
3.3.2.0,49,1.4837500165197517,42.632916697988456,W
3.3.2.1,54,1.4837500165197517,42.632916697988456,W
3.3.3.0,1,1.4837500165197517,42.632916697988456,X
3.3.3.1,3,1.4837500165197517,42.632916697988456,X
3.3.3.2,28,1.4837500165197517,42.632916697988456,W
3.3.3.3,31,1.4837500165197517,42.632916697988456,W
3.4.0.0,54,1.4837500165197517,42.632916697988456,W
3.4.0.1,54,1.4837500165197517,42.632916697988456,W
3.4.1.0,0,1.4837500165197517,42.632916697988456,X
3.4.1.1,38,1.4837500165197517,42.632916697988456,W
3.4.1.2,38,1.4837500165197517,42.632916697988456,W
3.4.2.0,66,1.4837500165197517,42.632916697988456,C
3.4.2.1,69,1.4837500165197517,42.632916697988456,C
3.5.0.0,5,1.4837500165197517,42.632916697988456,X
3.5.0.1,7,1.4837500165197517,42.632916697988456,X
3.5.0.2,44,1.4837500165197517,42.632916697988456,W
3.5.1.0,5,1.4837500165197517,42.632916697988456,X
3.5.1.1,44,1.4837500165197517,42.632916697988456,W
3.5.1.2,40,1.4837500165197517,42.632916697988456,W
3.5.2.0,2,1.4837500165197517,42.632916697988456,X
3.5.2.1,39,1.4837500165197517,42.632916697988456,W
3.5.3.0,45,1.4837500165197517,42.632916697988456,W
3.5.4.0,60,1.4837500165197517,42.632916697988456,W
3.6.0.0,12,1.4837500165197517,42.632916697988456,X
3.6.0.1,13,1.4837500165197517,42.632916697988456,X
3.6.0.2,42,1.4837500165197517,42.632916697988456,W
3.6.0.3,47,1.4837500165197517,42.632916697988456,W
3.6.0.4,79,1.4837500165197517,42.632916697988456,C
3.6.1.0,60,1.4837500165197517,42.632916697988456,W
3.7.0.0,64,1.4837500165197517,42.632916697988456,X
3.7.0.1,69,1.4837500165197517,42.632916697988456,C
3.7.1.0,84,1.4837500165197517,42.632916697988456,C
3.7.1.1,84,1.4837500165197517,42.632916697988456,C
3.7.2.0,64,1.4837500165197517,42.632916697988456,X
3.7.3.0,6,1.4837500165197517,42.632916697988456,X
3.7.3.1,9,1.4837500165197517,42.632916697988456,X
3.7.3.2,46,1.4837500165197517,42.632916697988456,W
3.7.3.3,47,1.4837500165197517,42.632916697988456,W
3.8.0.0,71,1.4837500165197517,42.632916697988456,C
3.8.1.0,55,1.4837500165197517,42.632916697988456,W
3.8.2.0,1,1.4837500165197517,42.632916697988456,X
3.8.2.1,4,1.4837500165197517,42.632916697988456,X
3.8.2.2,30,1.4837500165197517,42.632916697988456,W
3.8.3.0,62,1.4837500165197517,42.632916697988456,W
3.8.4.0,21,1.4837500165197517,42.632916697988456,X
3.8.4.1,55,1.4837500165197517,42.632916697988456,W
3.8.4.2,60,1.4837500165197517,42.632916697988456,W
3.8.5.0,61,1.4837500165197517,42.632916697988456,W
3.8.5.1,59,1.4837500165197517,42.632916697988456,W
4.0.0.0,3,1.4920833498200785,42.632916697988456,X
4.0.0.1,6,1.4920833498200785,42.632916697988456,X
4.0.0.2,42,1.4920833498200785,42.632916697988456,W
4.0.0.3,37,1.4920833498200785,42.632916697988456,W
4.0.1.0,47,1.4920833498200785,42.632916697988456,W
4.0.2.0,51,1.4920833498200785,42.632916697988456,W
4.0.3.0,51,1.4920833498200785,42.632916697988456,W
4.0.3.1,37,1.4920833498200785,42.632916697988456,W
4.0.3.2,33,1.4920833498200785,42.632916697988456,W
4.0.4.0,76,1.4920833498200785,42.632916697988456,C
4.0.4.1,81,1.4920833498200785,42.632916697988456,C
4.0.5.0,30,1.4920833498200785,42.632916697988456,W
4.0.5.1,33,1.4920833498200785,42.632916697988456,W
4.0.6.0,61,1.4920833498200785,42.632916697988456,W
4.0.7.0,20,1.4920833498200785,42.632916697988456,X
4.0.7.1,21,1.4920833498200785,42.632916697988456,X
4.0.8.0,6,1.4920833498200785,42.632916697988456,X
4.0.8.1,41,1.4920833498200785,42.632916697988456,W
4.0.8.2,45,1.4920833498200785,42.632916697988456,W
4.0.8.3,73,1.4920833498200785,42.632916697988456,C
4.0.9.0,10,1.4920833498200785,42.632916697988456,X
4.0.9.1,49,1.4920833498200785,42.632916697988456,W
4.0.10.0,30,1.4920833498200785,42.632916697988456,W
4.0.11.0,52,1.4920833498200785,42.632916697988456,W
4.0.11.1,51,1.4920833498200785,42.632916697988456,W
4.0.12.0,6,1.4920833498200785,42.632916697988456,X
4.0.12.1,7,1.4920833498200785,42.632916697988456,X
4.0.12.2,44,1.4920833498200785,42.632916697988456,W
4.0.13.0,84,1.4920833498200785,42.632916697988456,C
4.1.0.0,26,1.4920833498200785,42.632916697988456,W
4.1.0.1,22,1.4920833498200785,42.632916697988456,X
4.1.1.0,70,1.4920833498200785,42.632916697988456,C
4.1.1.1,74,1.4920833498200785,42.632916697988456,C
4.1.2.0,83,1.4920833498200785,42.632916697988456,C
4.1.3.0,58,1.4920833498200785,42.632916697988456,W
4.1.4.0,83,1.4920833498200785,42.632916697988456,C
4.1.5.0,53,1.4920833498200785,42.632916697988456,W
4.1.6.0,44,1.4920833498200785,42.632916697988456,W
4.1.7.0,19,1.4920833498200785,42.632916697988456,X
4.1.7.1,61,1.4920833498200785,42.632916697988456,W
4.1.7.2,56,1.4920833498200785,42.632916697988456,W
4.1.7.3,81,1.4920833498200785,42.632916697988456,C
4.1.8.0,69,1.4920833498200785,42.632916697988456,C
4.1.9.0,11,1.4920833498200785,42.632916697988456,X
4.1.9.1,13,1.4920833498200785,42.632916697988456,X
4.1.9.2,44,1.4920833498200785,42.632916697988456,W
4.1.9.3,44,1.4920833498200785,42.632916697988456,W
4.1.10.0,13,1.4920833498200785,42.632916697988456,X
4.1.10.1,54,1.4920833498200785,42.632916697988456,W
4.1.11.0,2,1.4920833498200785,42.632916697988456,X
4.1.11.1,3,1.4920833498200785,42.632916697988456,X
4.1.11.2,22,1.4920833498200785,42.632916697988456,X
4.1.11.3,27,1.4920833498200785,42.632916697988456,W
4.1.11.4,63,1.4920833498200785,42.632916697988456,W
4.1.11.5,63,1.4920833498200785,42.632916697988456,W
4.1.12.0,83,1.4920833498200785,42.632916697988456,C
4.1.13.0,10,1.4920833498200785,42.632916697988456,X
4.1.13.1,35,1.4920833498200785,42.632916697988456,W
4.1.13.2,31,1.4920833498200785,42.632916697988456,W
4.1.14.0,74,1.4920833498200785,42.632916697988456,C
4.2.0.0,26,1.4920833498200785,42.632916697988456,W
4.2.1.0,20,1.4920833498200785,42.632916697988456,X
4.2.2.0,10,1.4920833498200785,42.632916697988456,X
4.2.2.1,12,1.4920833498200785,42.632916697988456,X
4.2.2.2,14,1.4920833498200785,42.632916697988456,X
4.2.2.3,16,1.4920833498200785,42.632916697988456,X
4.2.2.4,41,1.4920833498200785,42.632916697988456,W
4.2.2.5,42,1.4920833498200785,42.632916697988456,W
4.2.2.6,66,1.4920833498200785,42.632916697988456,C
4.2.2.7,72,1.4920833498200785,42.632916697988456,C
